Incident ID,State,City Or County,Address,# Killed,# Injured,Date,Year,Latitude,Longitude
1891461,Indiana,Indianapolis,8215 Center Run Road,1,3,December 31, 2020,39.791,-86.148003
1813872,Indiana,Indianapolis,5462 Massachusetts Ave,3,4,October 4, 2020,39.791,-86.148003
1787222,Indiana,Indianapolis,W 38th St and Graceland Ave,1,4,September 7, 2020,39.791,-86.148003
1668470,Indiana,Indianapolis,451 E Stop 11 Rd,0,4,April 29, 2020,39.791,-86.148003
1615155,Indiana,Indianapolis,4100 block of Shady Oak Dr,4,0,February 5, 2020,39.791,-86.148003
1886974,Illinois,Rockford,4007 E State St,3,3,December 26, 2020,42.259445,-89.064445
1772764,Illinois,Rockford,1300 block of 10th St,1,3,August 22, 2020,42.259445,-89.064445
1767747,Illinois,Rockford,3001 Harney Ct,0,4,August 18, 2020,42.259445,-89.064445
1679086,Illinois,Rockford,2914 W State St,1,4,May 13, 2020,42.259445,-89.064445
1639413,Illinois,Rockford,4104 Auburn St,0,4,March 13, 2020,42.259445,-89.064445
1886913,Florida,Tampa,N 20th St and E 7th Ave,2,2,December 26, 2020,27.964157,-82.452606
1850981,Florida,Tampa,1200 block of E Palifox St,2,4,November 12, 2020,27.964157,-82.452606
1849308,Florida,Tampa,N 50th St and Sligh Ave,1,7,November 10, 2020,27.964157,-82.452606
1793559,Florida,Tampa,5110 N 40th St,0,4,September 13, 2020,27.964157,-82.452606
1750611,Florida,Tampa,I-275 and Westshore Blvd,0,5,July 30, 2020,27.964157,-82.452606
1887059,Massachusetts,Lynn,Washington St and Quincy Ter,1,5,December 26, 2020,42.466763,-70.949493
1725407,Massachusetts,Lynn,134 Fayette St,1,4,July 4, 2020,42.466763,-70.949493
1886849,Florida,Miami,NW 61st St and NW 13th Ave,1,3,December 26, 2020,25.761681,-80.191788
1854149,Florida,Miami,200 block of S Biscayne River Dr,0,4,November 16, 2020,25.761681,-80.191788
1832014,Florida,Miami,1830 NW 50 St,1,3,October 22, 2020,25.761681,-80.191788
1785358,Florida,Miami,2000 block of NW 71st St,1,3,September 3, 2020,25.761681,-80.191788
1746160,Florida,Miami,2900 block of Northwest 51st St,1,3,July 25, 2020,25.761681,-80.191788
1886141,Florida,Lakeland,1500 block of Amos Ave,1,4,December 24, 2020,28.039465,-81.949806
1885251,Mississippi,Meridian,Jeffrey Acres Rd,5,0,December 22, 2020,43.614166,-116.398888
1882214,Connecticut,Bridgeport,456 Connecticut Ave,2,2,December 20, 2020,41.18639,-73.195557
1716944,Connecticut,Bridgeport,527 Huntington Rd,1,3,June 25, 2020,41.18639,-73.195557
1606554,Connecticut,Bridgeport,172 Golden Hill St,0,4,January 27, 2020,41.18639,-73.195557
1881213,Illinois,Chicago,8936 S Cottage Grove Ave,0,6,December 19, 2020,41.881832,-87.623177
1869748,Illinois,Chicago,4400 block of W Adams St,0,4,December 4, 2020,41.881832,-87.623177
1858455,Illinois,Chicago,700 block of E 101st St,1,3,November 22, 2020,41.881832,-87.623177
1857439,Illinois,Chicago,W 79th St and S Justine St,0,6,November 21, 2020,41.881832,-87.623177
1853615,Illinois,Chicago,700 block of S Pulaski Rd,0,4,November 16, 2020,41.881832,-87.623177
1854076,Illinois,Chicago,2700 block of S State St,0,4,November 16, 2020,41.881832,-87.623177
1839065,Illinois,Chicago,11613 S Vincennes Ave,1,3,October 30, 2020,41.881832,-87.623177
1828080,Illinois,Chicago,200 block of N Sacramento Blvd,1,4,October 18, 2020,41.881832,-87.623177
1820156,Illinois,Chicago,100 block of S Keeler Ave,1,3,October 10, 2020,41.881832,-87.623177
1805722,Illinois,Chicago,2400 block of W Lithuanian Plaza Ct,0,4,September 26, 2020,41.881832,-87.623177
1799748,Illinois,Chicago,12200 block of S May St,0,4,September 19, 2020,41.881832,-87.623177
1799703,Illinois,Chicago,6900 block of S Claremont Ave,0,4,September 19, 2020,41.881832,-87.623177
1796638,Illinois,Chicago,3500 block of W Lawrence Ave,0,5,September 15, 2020,41.881832,-87.623177
1794086,Illinois,Chicago,6100 block of S Throop St,1,3,September 13, 2020,41.881832,-87.623177
1792650,Illinois,Chicago,100 block of N Pine Ave,2,4,September 12, 2020,41.881832,-87.623177
1786920,Illinois,Chicago,S Kingston Ave and E 77th St,0,4,September 6, 2020,41.881832,-87.623177
1779718,Illinois,Chicago,11601 S Western Ave,1,4,August 30, 2020,41.881832,-87.623177
1773006,Illinois,Chicago,6600 S Halsted St,0,4,August 23, 2020,41.881832,-87.623177
1769489,Illinois,Chicago,8500 block of S Parnell Ave,0,6,August 19, 2020,41.881832,-87.623177
1756248,Illinois,Chicago,700 block of S Karlov Ave,0,4,August 5, 2020,41.881832,-87.623177
1752100,Illinois,Chicago,100 block of N Laporte Ave,1,4,August 1, 2020,41.881832,-87.623177
1747700,Illinois,Chicago,705 E 92nd Pl,1,4,July 27, 2020,41.881832,-87.623177
1744332,Illinois,Chicago,120th St and Prairie Ave,2,4,July 23, 2020,41.881832,-87.623177
1741838,Illinois,Chicago,1018 W 79th St,0,15,July 21, 2020,41.881832,-87.623177
1740615,Illinois,Chicago,S Lawndale Ave and W Douglas Blvd,0,5,July 20, 2020,41.881832,-87.623177
1740013,Illinois,Chicago,11300 block of South Carpenter St,2,3,July 19, 2020,41.881832,-87.623177
1738635,Illinois,Chicago,1600 block of S Keeler Ave,1,4,July 18, 2020,41.881832,-87.623177
1733188,Illinois,Chicago,700 block of W 66th Pl,1,3,July 12, 2020,41.881832,-87.623177
1732229,Illinois,Chicago,1100 block of N Lawndale Ave,1,4,July 12, 2020,41.881832,-87.623177
1727567,Illinois,Chicago,1305 W 76th St,0,6,July 6, 2020,41.881832,-87.623177
1725883,Illinois,Chicago,3700 block of W Jackson Blvd,0,4,July 5, 2020,41.881832,-87.623177
1725145,Illinois,Chicago,1500 block of S Millard Ave,1,5,July 5, 2020,41.881832,-87.623177
1725098,Illinois,Chicago,8300 block of S Kingston Ave,1,3,July 4, 2020,41.881832,-87.623177
1725081,Illinois,Chicago,6100 block of S Carpenter St,4,4,July 4, 2020,41.881832,-87.623177
1720761,Illinois,Chicago,350 W Chicago Ave,0,4,June 30, 2020,41.881832,-87.623177
1718966,Illinois,Chicago,3100 block of S Rhodes Ave,2,2,June 27, 2020,41.881832,-87.623177
1714504,Illinois,Chicago,9100 block of South Ellis Ave,0,4,June 23, 2020,41.881832,-87.623177
1712408,Illinois,Chicago,200 S Central Park Blvd,0,5,June 22, 2020,41.881832,-87.623177
1712386,Illinois,Chicago,5200 block of S Lowe Ave,0,4,June 22, 2020,41.881832,-87.623177
1711487,Illinois,Chicago,2600 block of W Potomac Ave,1,3,June 21, 2020,41.881832,-87.623177
1708432,Illinois,Chicago,1323 W 76th St,0,4,June 17, 2020,41.881832,-87.623177
1706710,Illinois,Chicago,W Diversey Ave,0,4,June 15, 2020,41.881832,-87.623177
1698987,Illinois,Chicago,50 block of S Seeley Ave,1,3,June 7, 2020,41.881832,-87.623177
1699667,Illinois,Chicago,3700 block of S State St,0,6,June 7, 2020,41.881832,-87.623177
1695645,Illinois,Chicago,8404 S Colfax Ave,0,4,June 2, 2020,41.881832,-87.623177
1688917,Illinois,Chicago,W Washington Blvd and N Hamlin Blvd,2,2,May 26, 2020,41.881832,-87.623177
1686685,Illinois,Chicago,3911 W Grenshaw St,1,3,May 23, 2020,41.881832,-87.623177
1671078,Illinois,Chicago,3700 W 13th St,0,5,May 3, 2020,41.881832,-87.623177
1654341,Illinois,Chicago,86th Street and Damen Avenue,1,3,April 7, 2020,41.881832,-87.623177
1635411,Illinois,Chicago,900 block of E 79th St,0,7,March 7, 2020,41.881832,-87.623177
1629042,Illinois,Chicago,1238 E 79th St,1,4,February 25, 2020,41.881832,-87.623177
1621821,Illinois,Chicago,6500 block of S King Dr,0,6,February 14, 2020,41.881832,-87.623177
1598447,Illinois,Chicago,234 N Pulaski Rd,0,5,January 16, 2020,41.881832,-87.623177
1877043,California,San Bernardino,900 block of N Sierra Way,1,3,December 12, 2020,34.115784,-117.302399
1808628,California,San Bernardino,900 block of N Sierra Way,1,3,September 27, 2020,34.115784,-117.302399
1877122,Mississippi,Jackson,1805 Hospital Dr,0,5,December 10, 2020,32.298756,-90.184807
1854207,Tennessee,Jackson,Honey Bear Cove,0,4,November 17, 2020,32.298756,-90.184807
1760207,Mississippi,Jackson,3600 block of Cromwell St,0,4,August 9, 2020,32.298756,-90.184807
1724219,Mississippi,Jackson,6340 Ridgewood Ct Dr,1,3,July 4, 2020,32.298756,-90.184807
1715616,Tennessee,Jackson,Melwood St,0,4,June 24, 2020,32.298756,-90.184807
1687381,Mississippi,Jackson,2300 block of Oakhurst Dr,1,4,May 23, 2020,32.298756,-90.184807
1659966,Mississippi,Jackson,1200 block of Wood Village Dr,1,3,April 15, 2020,32.298756,-90.184807
1871627,California,Hayward,25000 block of Eldridge Ave,1,3,December 5, 2020,37.668819,-122.080795
1865110,Tennessee,Memphis,3492 W Metropolitan Cir,2,3,November 29, 2020,35.1175,-89.971107
1787977,Tennessee,Memphis,6555 Lost Oak Dr,0,4,September 6, 2020,35.1175,-89.971107
1700250,Tennessee,Memphis,1525 E McLemore Ave,0,4,June 8, 2020,35.1175,-89.971107
1690922,Tennessee,Memphis,TN 385 and Kirby Pkwy,0,4,May 28, 2020,35.1175,-89.971107
1679356,Tennessee,Memphis,3500 block of Commerce Cir,0,4,May 13, 2020,35.1175,-89.971107
1674299,Tennessee,Memphis,Barron Ave and Dogwood Dr,2,2,May 6, 2020,35.1175,-89.971107
1665834,Tennessee,Memphis,500 block of Josephine St,0,7,April 25, 2020,35.1175,-89.971107
1622233,Tennessee,Memphis,2800 block of Riverport Rd,0,7,February 15, 2020,35.1175,-89.971107
1600221,Tennessee,Memphis,6761 Winchester Rd,1,4,January 19, 2020,35.1175,-89.971107
1863726,South Carolina,Aiken,1695 Richland Ave E,1,10,November 28, 2020,33.566574,-81.719398
1864177,Louisiana,New Orleans,7001 Lawrence Rd,0,4,November 28, 2020,29.951065,-90.071533
1859186,Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3,November 22, 2020,29.951065,-90.071533
1845477,Louisiana,New Orleans,8622 Belfast St,2,2,November 6, 2020,29.951065,-90.071533
1828796,Louisiana,New Orleans,2599 N Prieur St,1,3,October 19, 2020,29.951065,-90.071533
1791482,Louisiana,New Orleans,4100 block of Rayne Dr,3,2,September 10, 2020,29.951065,-90.071533
1788168,Louisiana,New Orleans,1500 block of Freret St,0,4,September 7, 2020,29.951065,-90.071533
1705346,Louisiana,New Orleans,600 block of S Lopez St,2,2,June 14, 2020,29.951065,-90.071533
1622340,Louisiana,New Orleans,Dryades St and 2nd St,0,4,February 15, 2020,29.951065,-90.071533
1862947,Georgia,Macon,425 Cherry St,1,5,November 27, 2020,32.838131,-83.634705
1649473,Georgia,Macon,571 Moreland Ave,3,1,March 31, 2020,32.838131,-83.634705
1863099,Ohio,Toledo,3257 Stickney Ave,0,6,November 27, 2020,41.651031,-83.541939
1844573,Ohio,Toledo,2125 Parkwood Ave,3,2,November 5, 2020,41.651031,-83.541939
1759779,Ohio,Toledo,Monroe St and N Detroit Ave,0,6,August 9, 2020,41.651031,-83.541939
1701382,Ohio,Toledo,1100 block of Baker St,1,3,June 10, 2020,41.651031,-83.541939
1862603,Nevada,Henderson,870 E Lake Mead Pkwy,1,5,November 26, 2020,36.039524,-114.98172
1842362,Nevada,Henderson,1445 Stonelake Cove Ave,4,1,November 3, 2020,36.039524,-114.98172
1859110,New Jersey,Trenton,Stuyvesant Ave and Hoffman Ave,0,4,November 22, 2020,40.217052,-74.742935
1857947,Arizona,Phoenix,35th Ave and Earll Dr,1,4,November 21, 2020,33.448376,-112.074036
1717173,Arizona,Phoenix,5035 W McDowell Rd,0,4,June 26, 2020,33.448376,-112.074036
1858965,Nebraska,Bellevue,1307 Cornhusker Rd,2,2,November 21, 2020,47.610378,-122.200676
1856417,Florida,Haines City,422 N 15th St,1,3,November 19, 2020,28.114183,-81.617851
1855276,Texas,Houston,11614 Manor Park Dr,3,2,November 18, 2020,29.749907,-95.358421
1830092,Texas,Houston,2117 Chenevert St,3,1,October 20, 2020,29.749907,-95.358421
1786488,Texas,Houston,9940 Fondren Rd,0,4,September 5, 2020,29.749907,-95.358421
1760261,Texas,Houston,9700 Homestead Rd,0,4,August 9, 2020,29.749907,-95.358421
1726446,Texas,Houston,Service Rd and Holcombe Blvd,0,4,July 5, 2020,29.749907,-95.358421
1703055,Texas,Houston,5840 Glenmont Dr,2,4,June 11, 2020,29.749907,-95.358421
1693064,Texas,Houston,9635 Scott St,1,4,May 30, 2020,29.749907,-95.358421
1686222,Texas,Houston,2900 Travis St,0,4,May 23, 2020,29.749907,-95.358421
1683810,Texas,Houston,6918 Landor St,2,3,May 20, 2020,29.749907,-95.358421
1673989,Texas,Houston,14200 block of Bridgeport Rd,3,1,May 6, 2020,29.749907,-95.358421
1664933,Texas,Houston,4714 Ward St,3,1,April 24, 2020,29.749907,-95.358421
1627713,Texas,Houston,8712 Airline Dr,0,7,February 23, 2020,29.749907,-95.358421
1616964,Texas,Houston,1000 block of Calvin St,1,3,February 8, 2020,29.749907,-95.358421
1856338,South Carolina,Florence,500 block of Gaillard St,0,4,November 18, 2020,34.195435,-79.762566
1852831,Louisiana,Shreveport,300 block of Douglas St,0,5,November 15, 2020,32.523659,-93.763504
1736383,Louisiana,Shreveport,6725 Buncombe Rd,1,3,July 15, 2020,32.523659,-93.763504
1610782,Louisiana,Shreveport,2000 Grimmett Dr,0,4,January 31, 2020,32.523659,-93.763504
1853089,Georgia,Jonesboro,500 Block of Museum Cir,2,2,November 15, 2020,35.835575,-90.705025
1852853,Missouri,Fulton,1915 N Bluff St,0,4,November 14, 2020,38.846668,-91.948059
1852161,Ohio,Cincinnati,400 block of Kings Run Dr,0,4,November 14, 2020,39.103119,-84.512016
1765624,Ohio,Cincinnati,700 block of Chalfonte Pl,1,3,August 16, 2020,39.103119,-84.512016
1765636,Ohio,Cincinnati,70 E McMicken Ave,2,9,August 16, 2020,39.103119,-84.512016
1766423,Ohio,Cincinnati,700 block of Chalfonte Pl,1,3,August 16, 2020,39.103119,-84.512016
1852363,California,Riverside,La Sierra Avenue and Tin Mine Road,2,3,November 14, 2020,33.95335,-117.396156
1850693,North Carolina,Gastonia,1225 Union Rd,0,6,November 12, 2020,35.25528,-81.180275
1692496,North Carolina,Gastonia,3000 block of Earl Ln,1,5,May 30, 2020,35.25528,-81.180275
1847840,Texas,Fort Worth,5310 E Rosedale St,0,4,November 9, 2020,32.768799,-97.309341
1834216,Texas,Fort Worth,1900 block of Carver Ave,2,3,October 25, 2020,32.768799,-97.309341
1676579,Texas,Fort Worth,4750 Wilbarger St,0,5,May 10, 2020,32.768799,-97.309341
1846712,Virginia,Virginia Beach,3700 block of Whitney Ct,0,4,November 8, 2020,36.86314,-76.015778
1846494,Tennessee,Nashville,2nd Ave N and Commerce St,0,8,November 8, 2020,36.174465,-86.76796
1828019,Tennessee,Nashville,1100 block of W Grove Ave,0,4,October 18, 2020,36.174465,-86.76796
1807096,Tennessee,Nashville,619 Millwood Dr,0,4,September 27, 2020,36.174465,-86.76796
1736508,Tennessee,Nashville,S 7th St and Sylvan St,0,5,July 16, 2020,36.174465,-86.76796
1845690,South Carolina,Rock Hill,241 Albright Rd,1,3,November 7, 2020,34.924866,-81.025078
1826613,South Carolina,Rock Hill,524 N Anderson Rd,0,5,October 17, 2020,34.924866,-81.025078
1843360,Missouri,Jefferson City,1299 Lafayette St,0,4,November 4, 2020,38.579575,-92.174782
1842421,Ohio,Mansfield,136 Sturges Ave,0,5,November 2, 2020,40.763901,-82.503891
1829132,Ohio,Mansfield,136 Sturges Ave,0,5,October 19, 2020,40.763901,-82.503891
1840534,South Carolina,Hollywood,7800 block of White Point Rd,0,6,November 1, 2020,26.01128,-80.142967
1840265,Indiana,Evansville,664 E Illinois St,0,4,November 1, 2020,37.977222,-87.550552
1840364,Oklahoma,Oklahoma City,10601 S Western Ave,1,3,November 1, 2020,35.481918,-97.508469
1765920,Oklahoma,Oklahoma City,SW 59th St and Agnew Ave,0,4,August 16, 2020,35.481918,-97.508469
1840600,Arizona,Tucson,2500 block of E Aerospace Parkway,2,2,November 1, 2020,32.25346,-110.911789
1839628,California,Sacramento,2800 block of Normington Dr,0,4,October 31, 2020,38.590576,-121.489906
1813583,California,Sacramento,Roanoke Ave and Haywood St,1,3,October 3, 2020,38.590576,-121.489906
1773194,California,Sacramento,1200 block of Helena Ave,1,3,August 24, 2020,38.590576,-121.489906
1702372,California,Sacramento,68th Avenue and Della Circle,1,4,June 10, 2020,38.590576,-121.489906
1698868,California,Sacramento,Gardendale Rd and 29th St,1,4,June 6, 2020,38.590576,-121.489906
1839462,California,Anaheim,1210 S State College Blvd,0,4,October 31, 2020,33.835293,-117.914505
1840544,Nevada,North Las Vegas,3700 block of Iverson Ln,0,4,October 31, 2020,36.201946,-115.120216
1837146,Virginia,Roanoke,1400 block of Rorer Ave SW,0,4,October 28, 2020,37.270969,-79.941429
1837429,New Jersey,Newark,381 S 6th St,1,3,October 28, 2020,40.735657,-74.172363
1762951,New Jersey,Newark,N 12th St,1,4,August 12, 2020,40.735657,-74.172363
1753561,New Jersey,Newark,200 block of 6th Ave,0,5,August 2, 2020,40.735657,-74.172363
1835030,Texas,San Antonio,2800 block of W Hutchins Pl,1,3,October 25, 2020,29.424349,-98.491142
1780266,Texas,San Antonio,S Olive St and Aransas Ave,2,2,August 30, 2020,29.424349,-98.491142
1703985,Texas,San Antonio,8134 Broadway St,0,8,June 12, 2020,29.424349,-98.491142
1644111,Texas,San Antonio,6700 block of Hickory Springs Dr,0,4,March 23, 2020,29.424349,-98.491142
1600522,Texas,San Antonio,1011 Avenue B,2,5,January 19, 2020,29.424349,-98.491142
1834280,North Carolina,Raleigh,1731 Trawick Rd,1,3,October 25, 2020,35.787743,-78.644257
1745903,North Carolina,Raleigh,503 Bragg St,0,4,July 25, 2020,35.787743,-78.644257
1834617,Mississippi,Greenwood,W Martin Luther King Dr,2,8,October 24, 2020,39.614944,-86.105606
1654971,South Carolina,Greenwood,1522 Parkway,1,3,April 8, 2020,39.614944,-86.105606
1831995,Massachusetts,Boston,Columbia Rd and Stanwood St,0,4,October 22, 2020,42.361145,-71.057083
1721669,Massachusetts,Boston,14 Circuit St,1,3,June 30, 2020,42.361145,-71.057083
1690369,Massachusetts,Boston,5 Ames St,1,4,May 27, 2020,42.361145,-71.057083
1831091,Maryland,Baltimore,500 block of W Franklin St,0,4,October 22, 2020,39.299236,-76.609383
1825896,Maryland,Baltimore,2900 block of Westwood Ave,0,7,October 15, 2020,39.299236,-76.609383
1788401,Maryland,Baltimore,2300 block of Greenmount Ave,0,5,September 8, 2020,39.299236,-76.609383
1787387,Maryland,Baltimore,4900 block of Reisterstown Rd,0,4,September 6, 2020,39.299236,-76.609383
1786449,Maryland,Baltimore,2000 block of W Lexington St,1,3,September 5, 2020,39.299236,-76.609383
1724273,Maryland,Baltimore,700 block of S Woodington Rd,0,4,July 3, 2020,39.299236,-76.609383
1704176,Maryland,Baltimore,700 block of S Broadway St,0,5,June 13, 2020,39.299236,-76.609383
1674802,Maryland,Baltimore,5100 block of Stafford Rd,0,4,May 7, 2020,39.299236,-76.609383
1647661,Maryland,Baltimore,1100 block of Washington Blvd,1,3,March 28, 2020,39.299236,-76.609383
1641216,Maryland,Baltimore,300 block of McMechen St,0,7,March 17, 2020,39.299236,-76.609383
1830822,Mississippi,Canton,1427 W Peace St,2,2,October 21, 2020,40.798946,-81.378448
1827437,Maryland,Annapolis,100 block of Clay St,1,3,October 18, 2020,38.978443,-76.49218
1826680,New York,Lockport,43 S Niagara St,1,5,October 17, 2020,43.170048,-78.710464
1825525,Florida,Orlando,2000 block of N Forsyth Rd,3,1,October 16, 2020,28.538336,-81.379234
1666327,Florida,Orlando,Elese St and Deerock Dr,1,4,April 25, 2020,28.538336,-81.379234
1826655,Arizona,Mesa,2115 Guadalupe Rd,1,6,October 16, 2020,33.424564,-111.833267
1826675,California,San Francisco,200 block of Scherwin St,1,3,October 16, 2020,37.773972,-122.431297
1713075,California,San Francisco,200 block of Leavenworth St,0,5,June 22, 2020,37.773972,-122.431297
1824979,Louisiana,Lafayette,100 block of Laser Ln,2,2,October 15, 2020,30.216667,-92.033333
1704873,Louisiana,Lafayette,400 block of Jefferson St,0,5,June 14, 2020,30.216667,-92.033333
1824073,Pennsylvania,Philadelphia,3900 block of  Buist Ave,0,4,October 14, 2020,39.952583,-75.165222
1818055,Pennsylvania,Philadelphia,4935 Frankford Ave,1,6,October 8, 2020,39.952583,-75.165222
1809910,Pennsylvania,Philadelphia,4500 block of N 19th St,0,5,September 29, 2020,39.952583,-75.165222
1807046,Pennsylvania,Philadelphia,100 block of N Lindenwood St,0,4,September 26, 2020,39.952583,-75.165222
1806500,Pennsylvania,Philadelphia,1300 block of Sanger St,0,4,September 25, 2020,39.952583,-75.165222
1797620,Pennsylvania,Philadelphia,1800 Wallace St,2,3,September 16, 2020,39.952583,-75.165222
1793771,Pennsylvania,Philadelphia,N 18th St and Dauphin St,0,4,September 12, 2020,39.952583,-75.165222
1785108,Pennsylvania,Philadelphia,700 block of E Chelten Ave,0,6,September 3, 2020,39.952583,-75.165222
1783582,Pennsylvania,Philadelphia,1800 block of Moore St,2,2,September 2, 2020,39.952583,-75.165222
1825993,Pennsylvania,Philadelphia,1500 block of W Clearfield St,0,5,August 31, 2020,39.952583,-75.165222
1784122,Pennsylvania,Philadelphia,5317 Oxford Ave,0,4,August 30, 2020,39.952583,-75.165222
1777400,Pennsylvania,Philadelphia,5500 block of Chew Ave,0,4,August 26, 2020,39.952583,-75.165222
1769444,Pennsylvania,Philadelphia,700 block of S 55th St,0,4,August 19, 2020,39.952583,-75.165222
1768125,Pennsylvania,Philadelphia,30th St and Cumberland St,1,4,August 18, 2020,39.952583,-75.165222
